generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
88,72,9.59232485720645e-05,0.0001404784211973695,0.00011249370926035406,7.735886600749761e-06
89,64,9.945196494411061e-05,0.00013357908893517844,0.00011231317404105283,6.790111208090996e-06
90,66,9.887203699850498e-05,0.0001288962196011371,0.00011052027503467246,6.665148566894364e-06
91,72,9.60323764869937e-05,0.0001288962196011371,0.00011099411384837585,7.1541422823829255e-06
92,74,9.684039625614017e-05,0.0001323073337555658,0.00011066892524814491,7.462779643531862e-06
93,64,9.855271502180366e-05,0.00013183596481485972,0.00011201556427606835,7.018492556269979e-06
94,74,9.46066823729506e-05,0.0001418032131794886,0.0001112653900714121,6.93035311779525e-06
95,66,9.46066823729506e-05,0.0001418032131794886,0.0001103496950123659,7.898824695237815e-06
96,66,9.26454887006618e-05,0.0001364585096978431,0.00011153053872008296,8.22880578348754e-06
97,72,9.173652048350626e-05,0.0001316866351824986,0.00011288407861324635,8.059570579251788e-06
98,68,9.497361992968671e-05,0.00013445810166802977,0.00011267714602567893,8.091424362638338e-06
99,74,9.4262207267102e-05,0.00013053392624843215,0.00011338155947487993,7.959650879848783e-06
